Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD
2008,Argentina,Patagonia,Sugarcane,25.0,1624.03,16.23,1.485,6,70.65,24.51,7.69,73.73,Crop Rotation,592.45
2018,France,Grand Est,Sugarcane,5.23,1046.54,18.58,1.8,6,63.23,0.93,80.21,73.21,Drought-resistant Crops,492.9
1995,Russia,Northwestern,Sugarcane,-0.99,1758.15,25.89,1.278,6,47.65,0.64,39.34,39.49,Organic Farming,628.15
1995,USA,South,Sugarcane,5.95,2372.99,21.63,1.728,0,19.59,5.31,57.61,74.96,Water Management,251.11
2022,France,Provence-Alpes-Cote d’Azur,Sugarcane,-3.23,1245.64,15.3,2.619,1,56.31,32.97,25.11,39.39,Drought-resistant Crops,978.5
2011,Brazil,South,Sugarcane,18.35,422.47,13.11,4.293,2,38.8,36.74,95.73,30.99,Drought-resistant Crops,1330.89
2008,Russia,Siberian,Sugarcane,5.79,1998.6,17.81,0.5760000000000001,1,65.02,13.08,96.55,64.88,Crop Rotation,144.44
2003,India,Tamil Nadu,Sugarcane,34.59,1495.7,18.11,2.772,0,13.98,34.82,22.66,32.28,Crop Rotation,832.69
2013,Australia,Western Australia,Sugarcane,14.09,606.16,8.7,2.89,8,97.89,29.5,77.72,71.25,Organic Farming,689.8
2007,France,Ile-de-France,Sugarcane,29.76,1458.09,11.49,1.95,0,60.09,46.85,56.73,87.55,Drought-resistant Crops,842.13
2020,China,Central,Sugarcane,27.63,1204.36,15.99,3.33,4,44.75,19.41,68.06,87.28,No Adaptation,1647.56
2009,Russia,Central,Sugarcane,0.39,1454.22,1.14,2.44,10,39.06,26.6,49.22,71.71,Drought-resistant Crops,1200.93
2000,Nigeria,North West,Sugarcane,27.39,490.57,14.84,1.116,9,80.75,36.07,15.32,90.36,Water Management,222.0
2023,Canada,Prairies,Sugarcane,25.77,1285.06,27.25,3.438,8,47.99,10.56,15.37,46.02,Crop Rotation,996.67
1994,Nigeria,North West,Sugarcane,27.2,1309.94,21.93,3.339,4,92.27,42.7,15.26,44.63,Crop Rotation,849.17
1997,Russia,Central,Sugarcane,23.33,1952.12,3.71,2.11,1,71.33,17.25,90.78,54.77,Organic Farming,877.18
1996,India,West Bengal,Sugarcane,0.88,2672.09,23.82,2.115,1,73.45,28.52,80.67,34.22,Drought-resistant Crops,535.92
2012,Argentina,Patagonia,Sugarcane,6.5,2433.88,2.54,1.69,2,86.15,40.06,19.14,33.79,Crop Rotation,363.33
1991,France,Ile-de-France,Sugarcane,31.54,600.24,23.84,2.862,2,30.94,13.79,45.02,59.21,Water Management,680.27
2002,France,Ile-de-France,Sugarcane,19.3,1332.21,14.88,1.78,6,84.3,33.45,91.97,71.67,Water Management,606.08
2023,India,Tamil Nadu,Sugarcane,1.83,1530.36,11.55,2.75,3,44.76,44.76,20.17,75.08,Drought-resistant Crops,804.79
2020,Nigeria,North Central,Sugarcane,26.4,1662.63,19.85,3.384,0,29.73,8.41,11.89,31.4,Crop Rotation,382.74
2012,France,Provence-Alpes-Cote d’Azur,Sugarcane,8.61,1172.78,20.22,2.169,2,85.04,9.22,25.69,56.93,No Adaptation,897.76
1991,India,Tamil Nadu,Sugarcane,17.8,2333.03,11.49,2.63,5,77.06,22.16,5.18,83.87,No Adaptation,603.91
1990,Russia,Siberian,Sugarcane,5.09,438.15,22.54,2.331,8,29.54,19.62,85.07,61.81,Crop Rotation,1105.72
2005,Russia,Northwestern,Sugarcane,18.14,756.86,20.98,2.943,7,15.23,34.67,70.74,58.07,Water Management,1322.83
2018,Canada,Prairies,Sugarcane,14.91,1908.62,7.14,2.5,8,58.39,12.39,21.45,55.05,No Adaptation,884.68
1998,Brazil,South,Sugarcane,8.96,1075.2,6.65,1.7,8,43.75,24.48,5.23,90.96,Water Management,650.16
2010,China,South,Sugarcane,18.4,2904.79,14.83,4.89,10,20.31,47.7,70.28,67.91,Crop Rotation,1731.68
2019,Australia,Queensland,Sugarcane,12.35,241.55,27.74,1.953,3,74.62,9.24,70.08,86.46,Water Management,264.29
2011,USA,Northeast,Sugarcane,10.91,2091.83,3.92,1.64,7,58.42,8.21,52.84,45.48,No Adaptation,568.87
1998,Nigeria,North West,Sugarcane,4.81,401.76,22.01,0.756,1,49.1,33.38,4.18,79.03,Organic Farming,330.95
2010,France,Nouvelle-Aquitaine,Sugarcane,22.09,444.4,16.51,1.044,9,47.41,20.81,56.89,65.43,Crop Rotation,482.33
2004,Brazil,Southeast,Sugarcane,6.55,308.47,7.77,2.0160000000000005,9,89.35,13.46,81.84,74.32,Water Management,461.71
2020,USA,South,Sugarcane,11.13,1655.03,9.01,4.21,4,27.5,37.73,9.98,78.32,Water Management,1192.0
2001,Nigeria,North Central,Sugarcane,-2.06,1484.46,27.27,2.61,6,18.66,3.02,57.07,88.39,Drought-resistant Crops,825.71
2023,Nigeria,South West,Sugarcane,21.16,722.04,13.48,1.41,7,73.51,30.19,55.32,36.78,Water Management,179.35
1998,Australia,Western Australia,Sugarcane,3.37,448.22,17.99,1.962,10,99.23,6.0,61.05,73.79,Crop Rotation,666.02
2015,China,East,Sugarcane,25.39,2038.28,17.32,2.277,10,87.92,41.39,22.8,90.18,Organic Farming,1100.82
1994,Argentina,Pampas,Sugarcane,27.99,2639.24,22.06,3.393,5,96.87,31.17,95.35,58.34,No Adaptation,765.93
1996,India,West Bengal,Sugarcane,0.33,1239.78,0.68,0.7,7,20.97,31.43,40.25,62.34,Water Management,345.52
2014,Canada,British Columbia,Sugarcane,11.86,2032.11,2.6,3.58,4,47.53,3.27,73.51,65.18,No Adaptation,967.83
1993,Australia,Victoria,Sugarcane,28.99,1916.75,18.45,1.908,2,27.08,27.09,68.2,97.68,No Adaptation,665.0
1994,Australia,Western Australia,Sugarcane,7.81,1755.18,25.71,2.295,3,40.92,30.86,61.87,97.01,No Adaptation,1130.45
2003,USA,Northeast,Sugarcane,33.78,505.97,28.82,1.611,2,40.02,40.33,1.71,98.05,Water Management,488.61
2003,Nigeria,South East,Sugarcane,28.88,832.09,13.38,1.98,3,95.29,17.16,6.77,61.13,Drought-resistant Crops,746.62
2000,Canada,Prairies,Sugarcane,-1.17,1939.04,21.34,2.286,4,43.38,24.48,94.72,78.31,Water Management,600.24
2003,Russia,Volga,Sugarcane,27.24,1040.21,14.93,2.7,2,85.96,49.54,2.35,57.18,Organic Farming,1234.31
2002,France,Ile-de-France,Sugarcane,28.35,1387.38,20.21,2.646,0,22.0,16.89,61.65,58.38,Organic Farming,1274.58
2020,India,Punjab,Sugarcane,7.66,267.14,26.89,2.295,6,27.79,5.88,89.68,55.22,Organic Farming,1040.46
2004,Nigeria,South East,Sugarcane,-4.77,653.41,12.7,1.2,4,65.18,22.0,93.35,73.08,No Adaptation,339.14
2010,France,Provence-Alpes-Cote d’Azur,Sugarcane,28.85,2891.75,1.94,2.53,0,45.01,30.91,17.37,34.44,Organic Farming,407.87
1992,Russia,Siberian,Sugarcane,9.48,1391.2,14.2,2.95,5,68.02,27.11,54.86,79.65,Drought-resistant Crops,1434.33
2016,Australia,Victoria,Sugarcane,9.45,2094.43,14.61,1.14,6,68.33,14.01,26.04,58.12,Water Management,439.66
2018,Australia,Queensland,Sugarcane,33.04,364.49,20.05,0.765,7,46.14,35.64,15.56,88.18,No Adaptation,185.66
2005,Nigeria,North Central,Sugarcane,31.98,2133.29,7.34,2.14,5,73.71,38.46,12.08,97.16,Crop Rotation,1012.69
2008,Nigeria,North West,Sugarcane,12.81,209.89,16.16,4.158,5,91.74,36.8,37.5,73.59,Organic Farming,1355.77
2011,Russia,Northwestern,Sugarcane,25.12,511.96,5.85,1.92,9,18.37,39.0,66.5,67.14,Crop Rotation,793.16
2014,Argentina,Northeast,Sugarcane,29.57,202.81,14.79,2.4120000000000004,1,98.03,38.54,54.47,45.3,No Adaptation,462.09
1995,Canada,Ontario,Sugarcane,23.73,1892.37,25.34,2.16,4,29.66,5.77,39.49,74.79,Drought-resistant Crops,280.0
2016,France,Grand Est,Sugarcane,2.91,1937.24,13.88,0.97,9,76.87,18.15,13.78,51.97,Organic Farming,304.62
1996,Russia,Northwestern,Sugarcane,14.5,2045.55,0.96,2.18,10,22.25,15.71,22.96,96.43,Water Management,602.31
1990,Argentina,Northeast,Sugarcane,15.02,2874.4,22.56,4.221,0,96.19,24.62,68.72,78.9,Drought-resistant Crops,1871.28
1993,Australia,Queensland,Sugarcane,20.35,1898.75,21.77,2.403,0,86.47,0.86,37.13,58.64,Crop Rotation,596.48
1997,China,East,Sugarcane,30.01,483.82,1.22,2.835,10,20.74,10.96,89.96,75.47,Organic Farming,362.0
2007,Nigeria,North West,Sugarcane,14.55,516.92,17.31,2.979,7,60.09,17.26,11.81,80.67,Crop Rotation,1300.41
2005,India,Punjab,Sugarcane,14.77,1969.38,17.78,4.005,4,45.24,37.43,2.67,90.44,Crop Rotation,1547.08
2023,India,Punjab,Sugarcane,33.64,2879.63,0.98,3.73,4,80.15,9.98,24.58,71.75,Organic Farming,1431.06
2004,Canada,Prairies,Sugarcane,-1.97,1955.45,16.65,1.053,4,36.61,29.02,18.64,63.0,Drought-resistant Crops,516.06
2022,Argentina,Northwest,Sugarcane,10.01,1317.13,13.58,4.05,8,63.91,37.19,7.19,57.28,Water Management,1061.63
2006,Argentina,Pampas,Sugarcane,5.39,455.96,20.1,2.205,1,52.83,35.85,14.04,95.36,Water Management,798.93
1997,Australia,Victoria,Sugarcane,19.97,800.09,2.02,1.9,4,11.26,10.83,81.59,70.84,Drought-resistant Crops,320.04
1999,Russia,Northwestern,Sugarcane,26.78,1569.13,9.14,3.27,1,26.13,46.74,67.88,47.81,Crop Rotation,616.67
2007,Nigeria,South West,Sugarcane,16.2,2796.98,28.36,1.728,0,25.3,49.42,1.76,33.18,Water Management,650.89
2023,USA,West,Sugarcane,33.24,1472.35,0.71,1.79,5,87.23,46.82,17.74,81.29,Crop Rotation,416.85
1998,India,Maharashtra,Sugarcane,-3.47,1650.09,17.44,0.8280000000000001,9,15.6,29.87,0.46,88.71,Crop Rotation,372.59
2021,India,West Bengal,Sugarcane,14.17,1708.89,24.42,3.3120000000000003,5,24.94,37.24,95.1,51.06,Crop Rotation,1391.61
2017,France,Provence-Alpes-Cote d’Azur,Sugarcane,8.29,897.39,12.47,1.03,7,92.78,49.36,90.5,38.72,No Adaptation,482.54
2022,USA,Midwest,Sugarcane,-4.14,2380.88,12.94,1.66,0,28.93,1.04,32.02,32.23,Water Management,210.81
2000,China,East,Sugarcane,9.72,2571.63,25.87,1.962,3,97.04,30.28,9.02,73.54,Drought-resistant Crops,923.57
2009,Australia,Western Australia,Sugarcane,20.6,236.89,29.94,2.853,10,24.49,43.13,76.62,77.89,No Adaptation,483.5
2003,Australia,Queensland,Sugarcane,6.95,1890.99,20.76,0.639,0,87.64,10.69,64.73,72.48,Water Management,112.73
2014,Argentina,Pampas,Sugarcane,11.42,1242.76,19.92,1.503,2,56.6,49.14,28.93,40.92,Drought-resistant Crops,700.67
1996,China,Central,Sugarcane,0.45,505.54,3.44,1.91,7,54.92,22.21,25.65,50.38,Drought-resistant Crops,555.72
2001,Canada,British Columbia,Sugarcane,20.67,2353.52,27.91,1.134,7,45.61,44.88,44.09,99.78,Crop Rotation,443.19
2020,China,North,Sugarcane,30.22,1330.95,18.86,0.9,1,54.23,25.08,81.28,89.49,Water Management,418.33
1992,Nigeria,South East,Sugarcane,4.56,2372.27,12.79,1.78,3,96.64,29.17,32.67,75.35,Water Management,767.49
2005,Nigeria,South East,Sugarcane,15.65,2975.33,10.22,2.05,7,30.93,16.23,55.82,74.59,Organic Farming,329.71
2019,Argentina,Pampas,Sugarcane,30.32,1928.41,18.36,1.53,1,66.76,19.53,65.79,74.68,Organic Farming,266.73
2020,USA,West,Sugarcane,29.64,1504.88,29.46,2.529,2,13.46,48.78,82.58,69.0,Crop Rotation,604.1
2012,Brazil,Southeast,Sugarcane,33.44,1918.47,6.91,3.81,4,89.47,16.31,84.3,51.69,Organic Farming,1651.14
1996,Argentina,Pampas,Sugarcane,29.04,979.15,20.42,1.395,4,36.81,29.42,9.21,95.06,Drought-resistant Crops,688.69
1991,Australia,New South Wales,Sugarcane,4.21,2982.65,6.23,1.4,9,32.02,33.0,90.87,52.28,No Adaptation,652.45
1991,France,Ile-de-France,Sugarcane,17.37,2762.2,13.87,2.68,5,68.94,34.05,17.04,62.42,Water Management,808.02
2024,Russia,Volga,Sugarcane,17.28,1876.84,24.39,2.538,9,29.26,6.56,88.18,94.56,Drought-resistant Crops,761.5
2005,USA,West,Sugarcane,32.41,1567.56,9.46,2.41,3,46.18,34.96,13.26,96.37,Water Management,1141.85
2000,India,West Bengal,Sugarcane,32.28,2616.73,16.33,3.1410000000000005,8,99.94,43.95,76.36,58.25,Water Management,1428.53
1990,Nigeria,North Central,Sugarcane,18.68,2904.06,3.42,3.68,7,61.66,10.96,20.49,34.79,Crop Rotation,849.47
2002,USA,Northeast,Sugarcane,1.35,2365.74,16.04,2.367,3,79.68,33.58,0.29,53.41,Water Management,625.79
2008,Australia,New South Wales,Sugarcane,8.7,1604.72,18.8,2.601,9,15.87,29.45,74.99,61.57,Crop Rotation,1157.22
2000,India,Tamil Nadu,Sugarcane,32.92,1970.08,23.22,2.151,8,82.19,2.39,80.8,38.58,Water Management,969.12
2023,India,Tamil Nadu,Sugarcane,18.11,1114.81,16.41,3.258,7,67.85,46.27,85.53,43.61,No Adaptation,1317.27
2024,Brazil,Southeast,Sugarcane,16.49,230.35,10.54,2.151,0,39.56,4.42,89.38,40.63,No Adaptation,760.03
2020,Australia,New South Wales,Sugarcane,13.19,1075.5,13.02,2.8,4,27.58,19.32,17.33,86.09,Drought-resistant Crops,963.11
2014,Russia,Siberian,Sugarcane,9.45,2824.79,3.47,1.78,3,89.44,46.55,24.73,53.44,No Adaptation,776.17
2000,Russia,Central,Sugarcane,27.39,336.78,19.09,2.475,6,28.34,28.08,16.98,35.88,No Adaptation,635.2
2016,Argentina,Northwest,Sugarcane,17.7,1828.99,9.9,4.05,3,31.7,16.59,13.99,56.35,No Adaptation,1934.35
2022,India,Punjab,Sugarcane,19.68,1836.46,0.67,3.15,9,54.76,49.19,61.87,31.76,Organic Farming,1129.47
1990,USA,Midwest,Sugarcane,18.76,1257.73,14.53,4.57,10,46.12,5.81,78.34,35.84,Water Management,2270.28
2010,Australia,New South Wales,Sugarcane,7.91,2923.05,17.8,1.7009999999999998,10,21.03,8.27,52.61,40.27,Drought-resistant Crops,224.01
2013,Russia,Volga,Sugarcane,13.19,887.69,17.61,3.861,7,60.03,31.72,18.06,42.31,Organic Farming,972.4
2023,China,South,Sugarcane,30.62,1936.49,19.04,1.953,7,56.3,21.4,67.02,66.47,Drought-resistant Crops,975.52
1996,USA,Northeast,Sugarcane,26.81,2580.47,11.45,3.06,10,35.54,27.5,60.4,90.43,Organic Farming,650.79
1995,Argentina,Patagonia,Sugarcane,15.19,1340.14,17.93,2.151,6,22.42,45.89,43.47,47.93,No Adaptation,762.94
2002,India,Punjab,Sugarcane,26.76,2969.83,21.34,0.99,3,21.23,3.39,87.49,72.01,Crop Rotation,224.61
2001,Nigeria,North Central,Sugarcane,6.67,2737.4,22.85,2.16,2,12.13,8.03,21.25,79.76,Organic Farming,498.34
2005,USA,Northeast,Sugarcane,26.95,2565.5,8.41,2.95,1,78.44,29.8,3.54,59.21,Crop Rotation,976.81
2013,France,Provence-Alpes-Cote d’Azur,Sugarcane,29.31,2772.38,10.98,0.88,4,46.31,25.12,81.17,62.94,Drought-resistant Crops,180.41
2012,France,Provence-Alpes-Cote d’Azur,Sugarcane,4.49,252.84,22.12,2.556,6,67.62,12.91,56.0,45.51,No Adaptation,809.18
2000,Argentina,Patagonia,Sugarcane,6.16,2089.1,11.05,1.63,2,68.86,26.62,45.91,83.24,Water Management,797.27
2019,USA,West,Sugarcane,24.76,2779.81,1.46,1.37,10,36.96,20.5,42.87,99.79,Organic Farming,617.0
2024,Brazil,North,Sugarcane,7.02,2217.62,3.4,1.35,9,39.63,12.27,42.89,84.33,Drought-resistant Crops,443.14
2021,USA,South,Sugarcane,33.44,2680.22,25.09,3.546,2,86.45,1.52,27.93,84.91,No Adaptation,1504.59
2000,Argentina,Pampas,Sugarcane,-4.37,2888.28,10.33,2.28,3,11.01,40.7,54.71,62.07,Crop Rotation,602.5
2023,India,Maharashtra,Sugarcane,14.27,2954.33,2.39,1.87,5,15.04,38.84,56.65,81.96,Drought-resistant Crops,763.24
1991,China,East,Sugarcane,8.15,679.8,20.52,2.646,10,40.56,18.11,80.14,85.32,Water Management,727.07
2000,Russia,Northwestern,Sugarcane,-0.42,344.25,17.02,0.936,3,60.14,41.6,3.16,81.65,No Adaptation,236.59
1998,Canada,Prairies,Sugarcane,11.75,2422.6,24.93,4.455,3,86.24,10.29,29.67,97.81,Water Management,1719.62
1997,Argentina,Patagonia,Sugarcane,12.94,1150.63,10.41,2.5,2,94.93,12.61,97.96,45.31,Drought-resistant Crops,832.0
2009,Argentina,Northeast,Sugarcane,16.53,849.51,8.91,1.88,7,24.44,11.58,39.79,95.57,Organic Farming,321.25
2003,Australia,Western Australia,Sugarcane,4.34,1768.27,19.09,1.413,6,54.02,19.22,45.41,87.63,Organic Farming,689.28
2006,Australia,Western Australia,Sugarcane,-3.77,2639.95,15.19,1.323,0,67.96,40.4,50.16,50.86,Organic Farming,309.96
2020,France,Grand Est,Sugarcane,21.31,1022.1,29.61,1.764,10,77.72,14.03,57.44,96.21,No Adaptation,855.45
2013,Brazil,North,Sugarcane,27.38,990.13,18.59,2.619,9,52.42,45.28,93.88,93.24,Drought-resistant Crops,1079.59
2013,Russia,Volga,Sugarcane,6.28,656.03,10.38,2.67,3,57.4,2.77,0.34,68.6,Organic Farming,555.49
2003,USA,Northeast,Sugarcane,-3.79,426.87,5.13,0.675,9,91.55,31.03,59.97,34.97,Drought-resistant Crops,200.67
2012,Nigeria,North Central,Sugarcane,0.76,716.86,13.39,0.62,7,19.18,7.7,55.7,44.7,Organic Farming,102.89
2004,Canada,Prairies,Sugarcane,20.5,696.66,23.64,3.249,8,25.21,33.28,36.16,59.77,Crop Rotation,554.75
2000,Brazil,South,Sugarcane,16.28,1872.61,5.13,2.67,2,53.45,46.44,84.27,35.88,Organic Farming,640.49
2013,Australia,Queensland,Sugarcane,7.99,2676.26,16.99,1.872,6,94.88,37.14,18.75,52.43,Water Management,919.19
2002,Russia,Volga,Sugarcane,32.23,485.52,11.82,2.574,1,49.41,6.38,89.5,89.57,Organic Farming,440.03
1994,India,West Bengal,Sugarcane,-1.96,1415.42,16.72,1.809,9,68.96,47.98,36.89,83.62,Water Management,639.2
2020,Argentina,Pampas,Sugarcane,-4.33,513.0,2.86,1.51,0,76.11,15.39,28.94,71.63,Crop Rotation,708.06
1991,Argentina,Northwest,Sugarcane,11.13,2596.91,27.58,4.248,5,61.8,19.99,19.45,41.92,No Adaptation,906.74
2011,Russia,Central,Sugarcane,16.71,1820.5,2.76,4.46,3,77.96,30.74,61.31,89.8,No Adaptation,2066.9
2003,Argentina,Pampas,Sugarcane,10.33,959.28,18.32,2.871,10,21.87,38.4,0.94,64.92,Crop Rotation,620.77
2014,Nigeria,North West,Sugarcane,-0.68,1270.58,7.09,2.93,1,10.82,1.55,29.7,37.58,Water Management,901.9
1991,China,South,Sugarcane,18.0,2502.39,13.89,4.28,2,48.97,48.94,44.2,39.93,Organic Farming,857.91
2001,Russia,Northwestern,Sugarcane,-4.31,295.04,18.25,1.017,4,82.27,0.64,9.22,49.65,No Adaptation,431.26
2023,USA,South,Sugarcane,-4.3,2207.94,26.66,2.628,3,86.02,10.64,54.5,34.12,No Adaptation,703.45
2015,USA,South,Sugarcane,21.55,2771.48,8.03,2.49,10,52.92,32.38,24.57,44.11,Water Management,720.45
1999,Nigeria,South West,Sugarcane,-3.15,1450.48,18.34,0.549,3,76.57,42.66,55.57,57.52,Water Management,107.58
1993,India,Tamil Nadu,Sugarcane,16.35,1511.86,5.37,4.19,8,10.61,42.1,77.86,70.39,Crop Rotation,1229.29
2022,India,West Bengal,Sugarcane,5.75,2173.17,29.15,2.1870000000000003,0,85.43,33.33,59.93,37.53,Organic Farming,923.47
2022,France,Grand Est,Sugarcane,2.71,2857.91,26.95,1.089,8,86.97,12.89,55.45,42.46,Water Management,175.71
2019,Nigeria,South West,Sugarcane,12.29,339.11,10.03,1.944,2,55.14,36.63,5.57,37.48,No Adaptation,308.42
2006,USA,Midwest,Sugarcane,-1.97,2776.71,17.8,1.125,3,10.37,21.15,90.48,99.06,Drought-resistant Crops,446.97
1992,Nigeria,North West,Sugarcane,15.27,2648.64,14.86,4.35,10,78.31,39.05,62.15,43.02,Organic Farming,2130.32
2009,Russia,Northwestern,Sugarcane,24.78,1431.14,23.81,3.087,6,11.42,10.3,65.0,48.88,Organic Farming,756.8
2018,USA,Northeast,Sugarcane,30.86,1723.81,23.63,1.341,8,55.61,29.12,31.35,30.4,Drought-resistant Crops,625.98
2022,Nigeria,South West,Sugarcane,19.59,2514.47,10.47,4.8,0,44.06,13.21,15.07,91.73,No Adaptation,1676.41
1995,Brazil,Northeast,Sugarcane,-0.94,1783.12,27.44,2.529,9,76.5,28.64,23.97,76.9,Drought-resistant Crops,386.23
2004,China,Central,Sugarcane,7.17,386.29,10.3,1.08,7,82.53,10.92,18.28,57.18,Organic Farming,474.51
1995,USA,West,Sugarcane,22.21,2768.68,28.51,2.646,10,45.62,1.52,44.94,96.68,Drought-resistant Crops,1179.66
2021,Brazil,North,Sugarcane,16.6,1033.31,7.22,2.06,0,88.11,27.33,37.69,81.77,Crop Rotation,579.99
2012,France,Ile-de-France,Sugarcane,33.42,2523.44,5.64,3.56,4,47.05,35.96,29.66,85.32,No Adaptation,1773.86
2023,France,Ile-de-France,Sugarcane,19.65,2007.26,11.8,2.12,5,60.04,33.51,27.27,37.71,Crop Rotation,664.8
1995,China,Central,Sugarcane,21.74,2645.21,3.01,1.89,6,40.84,11.06,90.4,93.82,Organic Farming,795.87
2005,USA,Northeast,Sugarcane,9.6,2725.25,21.25,2.07,10,45.74,42.27,80.94,54.32,Drought-resistant Crops,374.27
2004,Australia,Western Australia,Sugarcane,14.15,984.19,25.26,2.466,6,49.52,20.3,44.55,80.04,Drought-resistant Crops,837.14
1995,China,North,Sugarcane,24.72,1558.83,24.28,2.592,7,30.85,27.38,2.66,39.66,Crop Rotation,687.9
1996,Nigeria,North West,Sugarcane,6.96,669.77,11.43,1.8,6,52.92,6.44,82.34,33.49,Crop Rotation,852.17
2011,Nigeria,South East,Sugarcane,26.72,290.72,19.55,1.98,3,68.88,28.8,72.47,96.67,Drought-resistant Crops,821.26
1996,Argentina,Northeast,Sugarcane,31.16,1436.15,14.92,3.45,9,58.53,38.9,89.83,37.97,Water Management,919.87
1990,India,Punjab,Sugarcane,0.79,1972.87,14.66,2.25,3,82.7,9.81,83.32,50.88,No Adaptation,701.78
2000,India,Punjab,Sugarcane,7.05,2139.94,29.87,1.62,5,23.99,13.19,59.96,32.95,Water Management,777.4
1999,Canada,Quebec,Sugarcane,-2.34,2149.13,28.88,0.477,3,52.31,43.39,70.0,74.27,Crop Rotation,82.81
1995,India,Maharashtra,Sugarcane,11.83,786.06,2.41,2.27,8,76.47,11.6,16.92,73.71,Drought-resistant Crops,784.5
2001,Nigeria,South West,Sugarcane,23.91,1537.71,1.56,3.64,0,84.67,29.65,59.79,96.74,No Adaptation,1219.59
2014,Argentina,Patagonia,Sugarcane,6.52,667.03,13.79,2.63,5,89.25,41.74,64.15,64.01,Organic Farming,1254.21
2023,China,South,Sugarcane,-2.05,744.33,3.01,2.5,4,60.87,24.08,25.98,87.35,Drought-resistant Crops,713.87
1998,Canada,British Columbia,Sugarcane,16.01,2242.77,28.92,2.034,6,68.75,43.35,48.14,64.22,Water Management,844.15
2022,Nigeria,North West,Sugarcane,24.04,1915.16,24.13,3.087,3,70.99,24.4,93.14,50.15,Organic Farming,435.67
2011,Australia,Western Australia,Sugarcane,12.35,922.4,11.58,1.53,5,49.1,9.0,85.56,90.8,Drought-resistant Crops,626.97
2009,India,West Bengal,Sugarcane,9.4,2933.25,8.05,2.25,1,71.18,10.65,75.71,54.44,No Adaptation,443.35
2003,Russia,Northwestern,Sugarcane,5.05,2036.43,9.81,2.85,3,37.79,6.75,92.56,72.14,No Adaptation,392.72
2000,Canada,Ontario,Sugarcane,22.97,564.63,6.27,0.84,4,97.78,18.79,71.33,42.65,Crop Rotation,237.77
1997,Nigeria,North West,Sugarcane,-0.39,2238.89,15.53,1.692,1,26.7,13.48,86.02,79.55,Drought-resistant Crops,416.28
2001,France,Grand Est,Sugarcane,18.84,1307.07,14.01,2.93,2,59.55,24.08,16.69,98.12,No Adaptation,851.95
2019,China,South,Sugarcane,-3.92,566.49,6.04,0.62,4,50.38,35.15,78.87,84.91,Organic Farming,197.29
1996,Brazil,South,Sugarcane,22.47,2285.97,24.69,1.836,1,62.83,20.68,92.58,64.55,Crop Rotation,603.33
1998,USA,South,Sugarcane,3.14,1638.98,19.26,2.3040000000000003,0,30.38,48.64,66.94,42.86,Drought-resistant Crops,784.8
2016,Brazil,South,Sugarcane,28.79,1722.96,2.61,3.89,7,85.81,12.8,19.66,36.86,Water Management,1431.54
2012,Brazil,South,Sugarcane,9.48,2838.09,26.23,1.602,6,29.75,36.9,11.28,61.78,Drought-resistant Crops,205.74
2000,Brazil,South,Sugarcane,29.14,432.4,28.01,2.4120000000000004,10,85.64,24.01,99.23,89.83,Water Management,966.99
2005,France,Ile-de-France,Sugarcane,33.1,1618.75,25.94,2.835,2,10.01,44.94,42.64,49.54,Organic Farming,829.66
2005,Argentina,Northwest,Sugarcane,11.96,2680.37,2.43,4.36,5,15.15,47.93,53.23,44.44,Organic Farming,533.0
2003,Argentina,Patagonia,Sugarcane,16.13,282.31,23.77,3.744,9,15.39,16.37,7.47,47.62,Drought-resistant Crops,1412.45
2005,India,Maharashtra,Sugarcane,25.45,1752.08,13.27,1.0,7,38.72,31.01,68.66,81.81,Drought-resistant Crops,216.73
2015,Nigeria,South West,Sugarcane,0.06,408.91,16.88,0.531,3,38.58,41.98,76.66,66.94,Crop Rotation,61.79
2019,Brazil,North,Sugarcane,34.62,1824.83,24.47,3.285,7,22.4,15.7,47.09,32.99,Organic Farming,753.96
1994,Argentina,Northwest,Sugarcane,-4.69,2122.84,13.61,1.35,8,79.04,3.39,17.95,75.25,No Adaptation,359.46
2002,Brazil,South,Sugarcane,29.28,2959.12,27.43,1.521,10,55.16,42.99,48.39,85.58,Crop Rotation,239.24
1995,Nigeria,North West,Sugarcane,23.73,2435.68,25.26,2.115,1,45.73,33.43,68.19,84.21,Water Management,1001.15
2019,India,West Bengal,Sugarcane,4.47,1289.82,4.22,1.73,6,25.43,37.41,10.46,74.91,Organic Farming,864.42
2024,Australia,Queensland,Sugarcane,16.88,2470.62,28.58,4.1850000000000005,10,73.91,24.58,74.84,73.06,Organic Farming,1275.72
1997,Australia,Victoria,Sugarcane,34.75,1467.99,22.71,1.386,10,22.84,7.56,66.48,95.78,Drought-resistant Crops,572.34
2012,Nigeria,North Central,Sugarcane,30.43,2609.33,21.52,2.097,8,51.35,31.34,5.41,32.27,Organic Farming,933.02
2023,Nigeria,South East,Sugarcane,14.31,531.71,23.73,2.952,4,44.73,20.8,88.1,60.71,Drought-resistant Crops,956.86
2020,Nigeria,South West,Sugarcane,19.73,907.69,29.05,1.791,6,95.26,9.79,63.23,94.77,Drought-resistant Crops,552.65
